clan;year;session;location;landmark_id;utme;utmn
talek;2014;t89433;o;Aardvark_Rd_T;746748;9836622
talek;2014;t89434;o;Stupid_Tree;746997;9836480
talek;2014;t89437;c;DD_S;747181;9836900
talek;2014;t89438;o;Stupid_Bushes;746563;9837207
talek;2014;t89441;o;Crescent_T;741865;9838126
talek;2014;t89442;o;Crescent_Tree;741903;9838280
talek;2014;t89443;o;PBfast_X;742917;9839345
talek;2014;t89444;d;Cash_Den;747481;9837043
talek;2014;t89445;o;Crescent_T;741974;9837909
talek;2014;t89446;c;Moon_Pie_T;742261;9837611
talek;2014;t89447;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89448;o;Pond_L_X;743309;9836000
talek;2014;t89449;o;Latrine;744038;9835086
talek;2014;t89450;k;Latrine;744451;9834993
talek;2014;t89451;o;Nook;746684;9835821
talek;2014;t89452;o;Nook;747275;9835518
talek;2014;t89453;d;Cash_Den;747481;9837043
talek;2014;t89454;o;Stupid_Tree;747064;9836200
talek;2014;t89455;c;Falafel_Wrap;747155;9835784
talek;2014;t89456;o;Falafel_Wrap;746966;9835947
talek;2014;t89457;o;Stupid_Tree;746858;9836209
talek;2014;t89458;c;Mushroom_T;744983;9834872
talek;2014;t89462;o;President's_Breakfast_Crossing;742641;9839101
talek;2014;t89463;o;Photogenic_Tree;742761;9836578
talek;2014;t89464;o;Stupid_Tree;746939;9836630
talek;2014;t89465;o;Magic_Culvert;747371;9836013
talek;2014;t89466;o;Falafel_Wrap;747055;9837052
talek;2014;t89467;o;Falafel_Wrap;747075;9835782
talek;2014;t89468;o;Nook;746941;9835670
talek;2014;t89469;o;Toadstool_X;743667;9836548
talek;2014;t89470;o;Pond_L_X;743084;9836132
talek;2014;t89473;d;Cash_Den;747481;9837043
talek;2014;t89474;d;Cash_Den;747481;9837043
talek;2014;t89476;d;DOC_Den_2;747700;9837031
talek;2014;t89478;o;Bad_Bushes;747447;9835459
talek;2014;t89480;o;Stupid_Tree;746862;9836094
talek;2014;t89481;o;Toadstool_Crossing;743443;9836420
talek;2014;t89484;o;Talek_Lugga_Crossing;744969;9839959
talek;2014;t89485;o;Pond_in_Pond_L;743839;9836776
talek;2014;t89486;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89487;k;Sexy_Bush;747614;9834729
talek;2014;t89488;o;Cash_D;747404;9836894
talek;2014;t89489;o;Falafel_Wrap;747419;9835637
talek;2014;t89490;o;Stupid_Tree;746639;9836014
talek;2014;t89493;o;Falafel_Wrap;747077;9835970
talek;2014;t89494;d;Cash_Den;747481;9837043
talek;2014;t89497;d;Cash_Den;747481;9837043
talek;2014;t89498;o;Magic_Culvert;747371;9836013
talek;2014;t89499;o;Bad_Bushes;747615;9835210
talek;2014;t89500;k;Photogenic_T;742762;9836312
talek;2014;t89502;o;Sea_of_T;745471;9838149
talek;2014;t89504;o;Bad_Bushes;747807;9835245
talek;2014;t89506;d;Cash_Den;747481;9837043
talek;2014;t89507;d;DOC_Communal_Den;747634;9837096
talek;2014;t89508;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89509;d;DOC_Communal_Den;747634;9837096
talek;2014;t89512;o;Top_TL;744831;9840043
talek;2014;t89513;k;Pbfast_X;742267;9837013
talek;2014;t89514;o;PBfast_X;742583;9838873
talek;2014;t89516;o;Falafel_Wrap;746882;9835976
talek;2014;t89517;d;Cash_Den;747481;9837043
talek;2014;t89518;d;Cash_Den;747481;9837043
talek;2014;t89519;d;DOC_Communal_Den;747634;9837096
talek;2014;t89520;d;Cash_Den;747481;9837043
talek;2014;t89522;o;Nook;746991;9835542
talek;2014;t89523;o;Nook;747225;9835355
talek;2014;t89525;o;Pond_L_X;742841;9835880
talek;2014;t89527;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89528;o;Pond_L_X;742955;9836180
talek;2014;t89529;o;Stupid_Bushes;746643;9837114
talek;2014;t89531;o;Leopard_Sex_Crossing;747704;9837000
talek;2014;t89532;c;Cash_D;747537;9836894
talek;2014;t89533;d;DOC_Communal_Den;747634;9837096
talek;2014;t89534;d;Cash_Den;747481;9837043
talek;2014;t89535;d;DOC_Communal_Den;747634;9837096
talek;2014;t89537;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89538;o;Imperial_X;742079;9838617
talek;2014;t89539;o;Crescent_T;742133;9837786
talek;2014;t89540;o;Moon_Pie_T;742321;9837489
talek;2014;t89543;o;Magic_Culvert;747371;9836013
talek;2014;t89544;o;Magic_Culvert;747536;9836314
talek;2014;t89545;o;T_Bay;744617;9840383
talek;2014;t89546;o;Big_Bend_Crossing;743645;9839140
talek;2014;t89547;o;HH_T;743704;9837030
talek;2014;t89548;o;HH_T;743515;9837054
talek;2014;t89549;o;Pond_L_X;743537;9835457
talek;2014;t89550;o;Shamu;746663;9835045
talek;2014;t89551;o;Magic_Culvert;747371;9836013
talek;2014;t89553;d;DOC_Communal_Den;747634;9837096
talek;2014;t89555;d;Leopard_Sex_Crossing;747582;9836940
talek;2014;t89556;o;PBfast_X;742509;9839013
talek;2014;t89557;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89558;o;Swakey_T;743671;9836688
talek;2014;t89559;o;HH_T;743883;9837212
talek;2014;t89560;o;Talek_Marsh;744389;9840211
talek;2014;t89562;d;Kinda-See-Em_Den;745124;9840497
talek;2014;t89563;d;DOC_Communal_Den;747634;9837096
talek;2014;t89564;o;Stupid_Tree;747106;9836646
talek;2014;t89565;o;Stupid_Tree;746758;9836010
talek;2014;t89567;k;Pond_L,_top;744992;9836293
talek;2014;t89568;o;Swakey_T;743961;9836670
talek;2014;t89569;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89570;o;Toadstool_Crossing;743443;9836420
talek;2014;t89572;o;Boony_X;743144;9838854
talek;2014;t89573;o;BB_X;743876;9839340
talek;2014;t89575;o;Middle_Bend_Crossing;743935;9838978
talek;2014;t89576;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89578;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89579;o;Pond_L_X;743009;9836132
talek;2014;t89580;o;Pond_L_X;743146;9836310
talek;2014;t89582;d;DOC_Communal_Den;747634;9837096
talek;2014;t89583;d;DOC_Communal_Den;747634;9837096
talek;2014;t89584;d;DOC_Communal_Den;747634;9837096
talek;2014;t89585;o;Middle_Bend_Crossing;743935;9838978
talek;2014;t89586;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89588;o;Boony_Crossing;742824;9839248
talek;2014;t89589;o;PBfast_X;742408;9838827
talek;2014;t89590;o;Crescent_Tree;741903;9838280
talek;2014;t89591;c;Crescent_T;741980;9837806
talek;2014;t89592;o;Crescent_T;742150;9837836
talek;2014;t89593;o;Moon_Pie_T;742250;9837402
talek;2014;t89594;o;Moon_Pie_T;742310;9837175
talek;2014;t89595;o;Magic_Culvert;747371;9836013
talek;2014;t89596;o;Magic_Culvert;747438;9836220
talek;2014;t89598;d;DOC_Communal_Den;747634;9837096
talek;2014;t89600;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89603;o;Photogenic_T;742584;9836389
talek;2014;t89604;c;Moon_Pie_T;742171;9837773
talek;2014;t89605;o;Leopard_Sex_Crossing;747704;9837000
talek;2014;t89606;d;Cash_Den;747481;9837043
talek;2014;t89607;d;DOC_Communal_Den;747634;9837096
talek;2014;t89608;d;DOC_Communal_Den;747634;9837096
talek;2014;t89609;o;Leopard_Sex_Crossing;747643;9836822
talek;2014;t89610;o;Magic_Culvert;747371;9836013
talek;2014;t89611;o;Nook;747050;9835754
talek;2014;t89612;o;Swakey_T;743672;9836668
talek;2014;t89613;o;Photogenic_T;742596;9836516
talek;2014;t89614;o;Moon_Pie_T;742153;9837763
talek;2014;t89615;o;BB_X;743377;9839295
talek;2014;t89616;o;Talek_Marsh;743982;9839531
talek;2014;t89617;o;BB_X;743573;9839462
talek;2014;t89618;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89619;o;Moon_Pie_T;742451;9837111
talek;2014;t89620;o;Photogenic_T;742658;9836352
talek;2014;t89621;o;Pond_L_X;742831;9836144
talek;2014;t89622;o;Magic_Culvert;747297;9835925
talek;2014;t89623;d;DOC_Communal_Den;747634;9837096
talek;2014;t89624;o;Leopard_Sex_Crossing;747598;9836898
talek;2014;t89625;d;DOC_Communal_Den;747634;9837096
talek;2014;t89626;c;Leopard_Sex_Crossing;747668;9836841
talek;2014;t89627;d;DOC_Communal_Den;747634;9837096
talek;2014;t89628;o;Leopard_Sex_Crossing;747666;9836805
talek;2014;t89629;c;Falafel_Wrap;747157;9835892
talek;2014;t89630;o;Stupid_Tree;746979;9836165
talek;2014;t89631;o;Nook;743168;9836243
talek;2014;t89632;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89633;k;Pond_in_Pond_Lugga;744287;9836925
talek;2014;t89635;o;Nook;747146;9835604
talek;2014;t89636;o;Nook;747146;9835604
talek;2014;t89637;o;Magic_Culvert;747514;9836275
talek;2014;t89638;d;DOC_Communal_Den;747634;9837096
talek;2014;t89641;d;DOC_Communal_Den;747634;9837096
talek;2014;t89642;o;Nook;746876;9835739
talek;2014;t89643;o;Aardwolf_Trees;745698;9837678
talek;2014;t89644;o;HH_T;743835;9837582
talek;2014;t89645;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89647;o;PBfast_X;742501;9838911
talek;2014;t89648;o;Pond_L_X;742781;9835972
talek;2014;t89649;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89653;d;DOC_Communal_Den;747634;9837096
talek;2014;t89654;c;Toadstool_X;743523;9836496
talek;2014;t89655;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89656;o;Toadstool_X;743369;9836604
talek;2014;t89658;o;DD_S;747256;9836805
talek;2014;t89659;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2014;t89660;o;Leopard_Sex_Crossing;747670;9836796
talek;2014;t89661;c;Leopard_Sex_Crossing;747670;9836796
talek;2014;t89662;o;Leopard_Sex_Crossing;747604;9836858
talek;2014;t89663;d;DOC_Communal_Den;747634;9837096
talek;2014;t89665;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89666;d;DOC_Communal_Den;747634;9837096
talek;2014;t89667;o;Leopard_Sex_Crossing;747669;9836860
talek;2014;t89668;o;Swakey_T;743901;9836809
talek;2014;t89669;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89670;o;Pond_L_X;742928;9835819
talek;2014;t89671;o;Pond_L_X;742954;9835940
talek;2014;t89672;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89674;o;Nook;747100;9835502
talek;2014;t89675;o;Falafel_Wrap;746931;9835962
talek;2014;t89676;d;DOC_Communal_Den;747634;9837096
talek;2014;t89677;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2014;t89678;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2014;t89679;o;Toadstool_X;743372;9836299
talek;2014;t89680;o;Pond_in_Pond_Lugga;744287;9836925
talek;2014;t89681;o;Magic_Culvert;747371;9836013
talek;2014;t89683;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2014;t89684;d;DOC_Den_2;747700;9837031
talek;2014;t89685;d;DOC_Communal_Den;747634;9837096
talek;2014;t89686;d;DOC_Communal_Den;747634;9837096
talek;2014;t89689;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89692;o;Pond_L_X;743091;9836131
talek;2014;t89693;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89695;o;DD_S;747170;9837185
talek;2014;t89696;o;DD_S;747170;9837185
talek;2014;t89697;o;Swakey_T;743880;9836875
talek;2014;t89698;o;Pond_L_X;743077;9836336
talek;2014;t89699;o;Pond_L_X;743070;9836138
talek;2014;t89700;o;Stupid_Tree;746997;9836480
talek;2014;t89701;o;Drunk_T_X;747698;9836298
talek;2014;t89702;d;DOC_Communal_Den;747634;9837096
talek;2014;t89703;o;Pond_L_X;743185;9836183
talek;2014;t89704;o;Pond_L_X;743008;9835859
talek;2014;t89705;d;DOC_Communal_Den;747634;9837096
talek;2014;t89706;d;DOC_Communal_Den;747634;9837096
talek;2014;t89707;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89708;d;DOC_Communal_Den;747634;9837096
talek;2014;t89709;d;DOC_Communal_Den;747634;9837096
talek;2014;t89710;o;Middle_Bend_Crossing;743935;9838978
talek;2014;t89712;o;BB_X;743503;9839224
talek;2014;t89713;o;Lucky_T;743762;9838318
talek;2014;t89715;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89717;o;Border_Tree;745533;9838663
talek;2014;t89719;o;Rhino_T;746468;9837758
talek;2014;t89720;c;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89721;o;Nook;746923;9835716
talek;2014;t89723;d;DOC_Communal_Den;747634;9837096
talek;2014;t89724;d;Kinda-See-Em_Den;745124;9840497
talek;2014;t89725;d;DOC_Communal_Den;747634;9837096
talek;2014;t89726;o;Box_X;747900;9837860
talek;2014;t89728;d;DOC_Communal_Den;747634;9837096
talek;2014;t89729;o;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89730;c;Pond_L_X;743054;9836316
talek;2014;t89733;o;Big_Bend_Crossing;743702;9839140
talek;2014;t89734;o;Falafel_Wrap;747230;9835896
talek;2014;t89735;c;Falafel_Wrap;747290;9835892
talek;2014;t89736;c;Pond_Lugga_Crossing;743070;9836024
talek;2014;t89737;o;Pond_L_X;743107;9836129
talek;2014;t89738;o;Stupid_Tree;746995;9836118
talek;2014;t89739;o;Stupid_Tree;746995;9836118
talek;2014;t89740;o;Magic_Culvert;747371;9836013
talek;2014;t89741;d;DOC_Communal_Den;747634;9837096
talek;2014;t89742;o;Leopard_Sex_Crossing;747528;9836862
talek;2014;t89744;d;DOC_Communal_Den;747634;9837096
talek;2014;t89745;o;Aardvark_T;746709;9836858
talek;2014;t89746;o;Pond_L_X;742859;9835592
talek;2014;t89747;o;Candybar_X;742648;9835446
talek;2014;t89748;o;Stupid_Bushes,_Northwest_Edge;746431;9837129
talek;2014;t89751;d;DOC_Communal_Den;747634;9837096
talek;2014;t89752;o;Magic_Culvert;747371;9836013
talek;2014;t89753;o;Bad_Bushes;747417;9835484
talek;2014;t89755;c;Lucky_T;743467;9838810
talek;2014;t89756;o;Lucky_T;743467;9838810
talek;2014;t89757;o;Stupid_Tree;747170;9836410
talek;2014;t89760;d;DOC_Communal_Den;747634;9837096
talek;2014;t89761;o;Stupid_Tree;747112;9836346
talek;2014;t89762;o;Pond_L_X;742887;9836177
talek;2014;t89763;o;Toadstool_X;743133;9836492
talek;2014;t89764;c;Photogenic_T;742902;9836371
talek;2015;t89765;o;Talek_Lugga_Crossing;745099;9840066
talek;2015;t89766;o;T_Bay;744701;9840762
talek;2015;t89768;o;Pond_in_Pond_L;744072;9836807
talek;2015;t89770;o;Aardvark_Road_Trees;746563;9836736
talek;2015;t89771;o;Stupid_Tree;746997;9836480
talek;2015;t89772;d;DOC_Communal_Den;747634;9837096
talek;2015;t89774;d;DOC_Communal_Den;747634;9837096
talek;2015;t89774.1;d;DOC_Communal_Den;747634;9837096
talek;2015;t89776;d;DOC_Communal_Den;747634;9837096
talek;2015;t89779;o;Hades_T;742655;9836217
talek;2015;t89781;o;Lucky_T;743926;9838281
talek;2015;t89784;o;Swakey_T;743768;9836684
talek;2015;t89785;o;Photogenic_T;742665;9836244
talek;2015;t89786;c;Moon_Pie_T;742386;9837179
talek;2015;t89788;o;Pole_Tree;743855;9838660
talek;2015;t89789;d;DOC_Communal_Den;747634;9837096
talek;2015;t89791;d;DOC_Communal_Den;747634;9837096
talek;2015;t89793;o;Kilong_Crossing;745194;9840304
talek;2015;t89794;c;Talek_Lugga_Crossing;745221;9839890
talek;2015;t89795;o;Talek_Lugga_Crossing;744864;9840195
talek;2015;t89796;o;Talek_Bay;744951;9840821
talek;2015;t89797;d;Kinda-See-Em_Den;745124;9840497
talek;2015;t89798;o;BB_X;743897;9839366
talek;2015;t89799;o;BB_X;743443;9838872
talek;2015;t89801;o;Stupid_Tree;747138;9836355
talek;2015;t89804;o;Swakey_T;743579;9836622
talek;2015;t89806;d;DOC_Communal_Den;747634;9837096
talek;2015;t89807;c;Leopard_Sex_Crossing;747704;9837000
talek;2015;t89809;o;Centre_Tree;747366;9838133
talek;2015;t89810;o;Coucal_X;746837;9838314
talek;2015;t89811;c;Teapot_T_X;747339;9837509
talek;2015;t89812;d;DOC_Communal_Den;747634;9837096
talek;2015;t89813;o;Nook;747100;9835502
talek;2015;t89814;o;Moon_Pie_T;742375;9837035
talek;2015;t89815;o;Sparta_Tree;742738;9837622
talek;2015;t89816;c;Border_Tree;745310;9838783
talek;2015;t89818;o;Moon_Pie_T;742460;9837076
talek;2015;t89819;o;Hades_T;742486;9836317
talek;2015;t89820;o;Guard_Crossing;744611;9836809
talek;2015;t89821;o;DOC_D;747555;9837005
talek;2015;t89822;d;DOC_Communal_Den;747634;9837096
talek;2015;t89825;o;Sparta_T;742534;9837309
talek;2015;t89826;o;Pond_in_Pond_L;743973;9837182
talek;2015;t89828;o;Magic_Culvert;747547;9835992
talek;2015;t89829;o;Magic_Culvert;747371;9836013
talek;2015;t89830;d;DOC_Communal_Den;747634;9837096
talek;2015;t89834;d;DOC_Communal_Den;747634;9837096
talek;2015;t89835;o;Magic_Culvert;747371;9836013
talek;2015;t89838;c;Creative_X;748498;9835942
talek;2015;t89839;o;DOC's_Pond_X;749120;9836528
talek;2015;t89840;d;DOC_Communal_Den;747634;9837096
talek;2015;t89841;o;Talek_Lugga_Crossing;745171;9839805
talek;2015;t89842;o;Top_TL;744588;9840093
talek;2015;t89843;d;Kinda-See-Em_Den;745124;9840497
talek;2015;t89844;d;Kinda-See-Em_Den;745124;9840497
talek;2015;t89845;o;Boony_X;742996;9839295
talek;2015;t89847;o;Photogenic_T;742650;9836632
talek;2015;t89848;o;Pond_L_X;742910;9836112
talek;2015;t89851;o;Concrete_X;751545;9834313
talek;2015;t89852;o;Kilong_Crossing;745194;9840304
talek;2015;t89853;o;T_Bay;744949;9840671
talek;2015;t89856;o;Photogenic_T;742306;9836636
talek;2015;t89858;o;Sparta_T;743010;9837695
talek;2015;t89859;d;DOC_Communal_Den;747634;9837096
talek;2015;t89860;o;Lone_T;748534;9836648
talek;2015;t89862;d;DOC_Communal_Den;747634;9837096
talek;2015;t89863;o;Drunk_Tree_crossing;747918;9836403
talek;2015;t89865;o;Lone_Tree;748222;9836706
talek;2015;t89866;o;Century_Crossing;747636;9837248
talek;2015;t89867;o;NNH_T;748049;9837169
talek;2015;t89868;o;NNH_T;747960;9837305
talek;2015;t89869;o;No_Name_Hill_Tree;748044;9837449
talek;2015;t89870;o;Box_X;748412;9838198
talek;2015;t89871;o;Land_T;748516;9838334
talek;2015;t89872;o;Julie_T;741580;9836835
talek;2015;t89875;o;Lone_Tree;748222;9836706
talek;2015;t89876;d;DOC_Communal_Den;747634;9837096
talek;2015;t89877;o;Leopard_Sex_Crossing;747641;9836825
talek;2015;t89878;o;Stupid_Tree;747368;9836555
talek;2015;t89879;o;Falafel_Wrap;747561;9835691
talek;2015;t89881;o;Bad_Bushes;747695;9835149
talek;2015;t89882;o;Sexy_Bush;747929;9834924
talek;2015;t89884;o;LB_X;744702;9838812
talek;2015;t89888;o;DOC_Communal_Den;747634;9837096
talek;2015;t89889;o;Falafel_Wrap;747188;9835932
talek;2015;t89890;o;Nook;747372;9835324
talek;2015;t89891;o;Bad_Bushes;747762;9835128
talek;2015;t89892;o;Bad_Bushes;747661;9835304
talek;2015;t89894;o;Swakey_T;743753;9836721
talek;2015;t89896;o;Moon_Pie_T;742221;9836850
talek;2015;t89897;o;BB_X;743468;9838853
talek;2015;t89898;o;Little_Bend_Crossing;744307;9838557
talek;2015;t89899;c;Border_Tree;745339;9838541
talek;2015;t89900;o;Century_Crossing;747636;9837248
talek;2015;t89901;d;DOC_Communal_Den;747634;9837096
talek;2015;t89902;o;Lone_T;748469;9836651
talek;2015;t89902.1;o;Lone_T;748325;9836681
talek;2015;t89903;d;DOC_Communal_Den;747634;9837096
talek;2015;t89904;o;Culvert_of_13_Lugga_South;747880;9835456
talek;2015;t89907;o;Toadstool_X;743496;9836569
talek;2015;t89908;o;Toadstool_X;743194;9836366
talek;2015;t89913;d;DOC_Communal_Den;747634;9837096
talek;2015;t89914;o;Lone_T;748498;9836596
talek;2015;t89915;d;Den_One_Creek_Den_Complex;747634;9837096
talek;2015;t89916;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2015;t89918;d;DOC_Communal_Den;747634;9837096
talek;2015;t89919;d;Kinda-See-Em_Den;745124;9840497
talek;2015;t89920;o;Moon_Pie_T;742376;9837039
talek;2015;t89922;o;Pond_Lugga_Crossing;743070;9836024
talek;2015;t89923;o;Toadstool_X;743409;9836588
talek;2015;t89927;o;Recovery_Bush;746975;9837061
talek;2015;t89930;o;T_Stop;745492;9837848
talek;2015;t89932;o;Falafel_Wrap;747420;9835821
talek;2015;t89933;o;Bad_Bushes;747498;9835574
talek;2015;t89935;c;Nook;747100;9835502
talek;2015;t89936;o;Bad_Bushes;747498;9835574
talek;2015;t89937;o;Nook;747313;9835486
talek;2015;t89938;o;Magic_Culvert;747371;9836013
talek;2015;t89939;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2015;t89940;d;DOC_Communal_Den;747634;9837096
talek;2015;t89941;o;Lone_Tree;748222;9836706
talek;2015;t89943;o;Lone_T;748057;9836667
talek;2015;t89944;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2015;t89945;d;Den_One_Creek_Den_Complex;747634;9837096
talek;2015;t89947;d;DOC_Communal_Den;747634;9837096
talek;2015;t89949;d;DOC_Communal_Den;747634;9837096
talek;2015;t89950;o;Falafel_Wrap;747244;9835903
talek;2015;t89952;o;Bad_Bushes;747640;9835259
talek;2015;t89953;o;Bad_Bushes;747497;9835205
talek;2015;t89954;o;Stupid_Bushes;746188;9837063
talek;2015;t89955;o;Young_Simba_T;747808;9837347
talek;2015;t89956;o;T_Stop;745229;9837857
talek;2015;t89959;d;DOC_Communal_Den;747634;9837096
talek;2015;t89961;d;DOC_Communal_Den;747634;9837096
talek;2015;t89962;o;Teapot_T_X;747348;9837495
talek;2015;t89963;d;Kinda-See-Em_Den;745124;9840497
talek;2015;t89967;o;DOC's_Pond_X;748700;9835915
talek;2015;t89968;o;Creative_Crossing;748413;9836208
talek;2015;t89971;o;Croton_Isl;750070;9837509
talek;2015;t89972;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2015;t89973;o;Stupid_Tree;747261;9836499
talek;2015;t89977;o;Drunk_T_X;747892;9836265
talek;2015;t89978;o;Falafel_Wrap;747472;9835736
talek;2015;t89979;d;DOC_Communal_Den;747634;9837096
talek;2015;t89983;o;Magic_Culvert;747371;9836013
talek;2015;t89984;o;Falafel_Wrap;747311;9835789
talek;2015;t89988;o;Moon_Pie_T;742216;9837109
talek;2015;t89989;d;DOC_Communal_Den;747634;9837096
talek;2015;t89990;o;Croton_Isl;750023;9837636
talek;2015;t89991;o;Croton_Isl;749841;9837521
talek;2015;t89993;d;DOC_Communal_Den;747634;9837096
talek;2015;t89994;o;Moon_Pie_Tree;742139;9837274
talek;2015;t89998;o;Croton_Isl;750099;9837605
talek;2015;t89999;o;Croton_Isl;749700;9837399
talek;2015;t89999.1;o;CT_X;749523;9837506
talek;2015;t90000;o;Talek_Marsh;744400;9840108
talek;2015;t90004;o;Toadstool_X;743194;9836365
talek;2015;t90005;o;Pond_L_X;742965;9836057
talek;2015;t90009;o;Sexy_Bush;747911;9835096
talek;2015;t90010;o;Lone_T;748613;9836582
talek;2015;t90012;o;Magic_Culvert;747617;9836017
talek;2015;t90013;o;Aardvark_T;746672;9836728
talek;2015;t90016;o;Moon_Pie_T;742158;9837107
talek;2015;t90018;o;Magic_Culvert;747371;9836013
talek;2015;t90019;c;Balloon_T;748271;9835235
talek;2015;t90020;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2015;t90022;o;DD_S;747011;9836976
talek;2015;t90026;o;Moon_Pie_T;742304;9837630
talek;2015;t90027;o;Photogenic_T;743030;9836696
talek;2015;t90028;o;Toadstool_X;743108;9836524
talek;2015;t90031;d;DOC_Communal_Den;747634;9837096
talek;2015;t90032;o;Main_Den_One_Creek_Crossing;747797;9836633
talek;2015;t90034;o;Magic_Culvert;747371;9836013
talek;2015;t90035;o;Middle_Bend_Crossing;743935;9838978
talek;2015;t90040;d;DOC_Communal_Den;747634;9837096
talek;2015;t90041;d;DOC_Communal_Den;747634;9837096
talek;2015;t90042;o;Lone_Tree;748222;9836706
talek;2015;t90044;d;DOC_Communal_Den;747634;9837096
talek;2015;t90045;o;Falafel_Wrap;747311;9835789
talek;2015;t90046;o;Magic_Culvert;747505;9835951
talek;2015;t90047;o;Magic_Culvert;747371;9836013
talek;2015;t90048;c;Stupid_Tree;746914;9836607
talek;2015;t90049;d;DOC_Communal_Den;747634;9837096
talek;2015;t90051;o;Stupid_Tree;747040;9836653
talek;2015;t90052;o;Stupid_Tree;747040;9836653
talek;2015;t90053;o;Magic_Culvert;747371;9836013
talek;2015;t90054;o;Drunk_Tree_crossing;747918;9836403
talek;2015;t90055;o;Drunk_T_X;747805;9836223
talek;2015;t90056;o;Magic_Culvert;747636;9836190
talek;2015;t90057;o;Magic_Culvert;747371;9836013
talek;2015;t90059;o;Magic_Culvert;747371;9836013
talek;2015;t90060;c;Culvert_13_L_S;747996;9835776
talek;2015;t90061;o;Drunk_T_X;748105;9836296
talek;2015;t90062;o;Magic_Culvert;747612;9836185
talek;2015;t90063;o;Magic_Culvert;747371;9836013
talek;2015;t90064;d;DOC_Communal_Den;747634;9837096
talek;2015;t90067;d;Leopard_Sex_Crossing;747641;9836870
talek;2015;t90070;o;Leopard_Sex_Crossing;747599;9836851
talek;2015;t90071;d;DOC_Communal_Den;747634;9837096
talek;2015;t90072;o;Magic_Culvert;747371;9836013
talek;2015;t90073;o;Aardvark_Rd_T;746585;9836154
talek;2015;t90074;c;Magic_Culvert;747125;9836154
talek;2015;t90075;o;Magic_Culvert;747258;9836085
talek;2015;t90076;o;Stupid_Tree;746997;9836480
talek;2015;t90077;c;Stupid_Tree;746946;9836376
talek;2015;t90080;o;Camel_Crossing;749138;9837259
talek;2015;t90081;o;Lone_Tree;748222;9836706
talek;2015;t90082;o;Nook;747043;9835701
talek;2015;t90083;o;Nook;747221;9835564
talek;2015;t90084;o;Nook;747100;9835502
talek;2015;t90085;k;Aardvark_Road_Trees;746563;9836736
talek;2015;t90086;o;Stupid_Tree;746985;9836269
talek;2015;t90087;d;DOC_Communal_Den;747634;9837096
talek;2015;t90089;o;Middle_Bend_Crossing;743935;9838978
talek;2015;t90093;o;Moon_Pie_T;742398;9837074
talek;2015;t90094;o;Guard_X;744633;9836939
talek;2015;t90095;o;Stupid_Bushes;746292;9836988
talek;2015;t90096;c;Magic_Culvert;747371;9836013
talek;2015;t90099;o;Fig_Tree_Lugga_-_Top;743385;9840147
talek;2015;t90100;o;Centre_Tree;747366;9838133
talek;2015;t90101;d;DOC_Communal_Den;747634;9837096
talek;2015;t90103;o;Bad_Bushes;747625;9835030
talek;2015;t90105;o;5_T_X;750711;9835489
talek;2015;t90106;d;DOC_Communal_Den;747634;9837096
talek;2015;t90107;o;Imperial_X;742239;9838772
talek;2015;t90111;o;Man_Bush;746190;9837428
talek;2015;t90112;o;Stupid_Bushes;746276;9837208
talek;2015;t90113;o;Stupid_Tree;746961;9836305
talek;2015;t90115;d;DOC_Communal_Den;747634;9837096
talek;2015;t90116;d;DOC_Communal_Den;747634;9837096
talek;2015;t90118;o;Lone_Tree;748222;9836706
talek;2015;t90119;o;Leopard_Sex_Crossing;747704;9837000
